Library,Month,Category,Audience,Events,Attendance,ActiveCardholders
Aberdeen,6,Special Event,Teen (ages 12-18),1,8,2385
Aberdeen,6,Special Event,Teen (ages 12-18),1,15,2385
Aberdeen,7,Book Sale,All Ages,19,X,7647
Aberdeen,8,Special Event,Adult (18 and older),1,X,3219
Aberdeen,8,"Special Event, Summer Library Program, DIY & Crafts",All Ages,1,150,7647
Aberdeen,8,Book Sale,All Ages,22,X,7647
Aberdeen,9,Special Event,Adult (18 and older),1,X,3219
Aberdeen,9,Book Sale,All Ages,21,X,7647
Aberdeen,10,Special Event,Adult (18 and older),1,X,3219
Aberdeen,10,Book Sale,All Ages,21,X,7647
Aberdeen,11,Special Event,Adult (18 and older),1,X,3219
Aberdeen,11,Book Sale,All Ages,19,X,7647
Aberdeen,11,"Early Learning & Storytime, STEAM",Preschool (ages 3-6),1,13,615
Aberdeen,11,"Early Learning & Storytime, STEAM",Preschool (ages 3-6),1,30,615
Aberdeen,11,Special Event,"Teen (ages 12-18), Adult (18 and older)",1,15,7028
Aberdeen,12,Special Event,Adult (18 and older),1,X,3219
Aberdeen,12,Book Sale,All Ages,22,X,7647
Aberdeen,12,Special Event,School Age (ages 7-11),1,100,1424
All Locations,1,DIY & Crafts,Adult (18 and older),1,X,77752
All Locations,1,Classes & Workshops,All Ages,1,X,122431
All Locations,2,DIY & Crafts,Adult (18 and older),1,X,77752
All Locations,2,Classes & Workshops,All Ages,1,X,122431
All Locations,3,Classes & Workshops,All Ages,1,X,122431
All Locations,4,Classes & Workshops,All Ages,1,X,122431
All Locations,5,Classes & Workshops,All Ages,1,X,122431
All Locations,6,Classes & Workshops,All Ages,1,X,122431
Centralia,12,Early Learning & Storytime,Babies and Toddlers (ages 0-2),1,1,4
Elma,1,Early Learning & Storytime,Preschool (ages 3-6),1,3,266
Elma,1,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,20,963
Elma,1,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,59,963
Elma,1,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,84,963
Elma,2,Early Learning & Storytime,Preschool (ages 3-6),1,7,266
Elma,2,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",2,60,963
Elma,3,Early Learning & Storytime,Preschool (ages 3-6),1,12,266
Elma,3,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,75,963
Elma,3,Books & Authors,Teen (ages 12-18),1,13,393
Elma,4,STEAM,All Ages,1,42,2488
Elma,4,STEAM,All Ages,1,58,2488
Elma,5,STEAM,All Ages,1,50,2488
Elma,5,Early Learning & Storytime,Preschool (ages 3-6),1,3,266
Elma,6,STEAM,All Ages,2,50,2488
Elma,6,Early Learning & Storytime,Preschool (ages 3-6),1,2,266
Elma,6,Activities & Games,Teen (ages 12-18),1,75,393
Elma,7,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,20,963
Elma,7,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,48,963
Elma,7,"STEAM, Activities & Games","Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18), Family",1,50,1356
Elma,8,"Special Event, Summer Library Program",All Ages,1,150,2488
Elma,8,Activities & Games,All Ages,1,45,2488
Elma,8,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,30,963
Elma,8,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,48,963
Elma,9,DIY & Crafts,"Preschool (ages 3-6), School Age (ages 7-11)",1,64,963
Elma,9,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,72,963
Elma,9,Activities & Games,Teen (ages 12-18),1,15,393
Elma,10,Early Learning & Storytime,Preschool (ages 3-6),1,30,266
Elma,10,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,30,963
Elma,10,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,75,963
Elma,11,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,72,963
Elma,12,STEAM,"Preschool (ages 3-6), School Age (ages 7-11)",1,60,963
Hoodsport,6,Featured,All Ages,10,X,702
Hoodsport,7,DIY & Crafts,Adult (18 and older),1,X,673
Hoodsport,7,Featured,All Ages,48,X,702
Hoodsport,8,Classes & Workshops,Adult (18 and older),3,1,673
Hoodsport,8,Classes & Workshops,Adult (18 and older),1,2,673
Hoodsport,8,Featured,Adult (18 and older),13,X,673
Hoodsport,8,DIY & Crafts,Adult (18 and older),1,X,673
Hoodsport,8,Featured,All Ages,3,1,702
Hoodsport,8,Featured,All Ages,43,X,702
Hoodsport,9,Classes & Workshops,Adult (18 and older),2,0,673
Hoodsport,9,Classes & Workshops,Adult (18 and older),2,1,673
Hoodsport,9,Featured,Adult (18 and older),20,X,673
Hoodsport,9,Friends of the Library Meeting,Adult (18 and older),1,X,673
Hoodsport,9,Featured,All Ages,4,1,702
Hoodsport,9,Featured,All Ages,43,X,702
Hoodsport,10,Friends of the Library Meeting,Adult (18 and older),1,X,673
Hoodsport,10,Featured,Adult (18 and older),17,X,673
Hoodsport,10,Featured,All Ages,13,X,702
Hoodsport,10,Classes & Workshops,"Teen (ages 12-18), Adult (18 and older)",4,X,685
Hoodsport,11,Featured,Adult (18 and older),17,X,673
Hoodsport,11,Friends of the Library Meeting,Adult (18 and older),1,X,673
Hoodsport,11,Special Event,Adult (18 and older),1,X,673
Hoodsport,11,Book Sale,All Ages,1,X,702
Hoodsport,12,Featured,Adult (18 and older),18,X,673
Hoodsport,12,Book Sale,All Ages,1,X,702
Hoodsport,12,Classes & Workshops,"Teen (ages 12-18), Adult (18 and older)",4,X,685
Hoquiam,1,Music & Performance,Adult (18 and older),1,X,1400
Hoquiam,1,Classes & Workshops,Adult (18 and older),2,X,1400
Hoquiam,1,DIY & Crafts,Adult (18 and older),5,X,1400
Hoquiam,1,Board Meetings,All Ages,1,X,1699
Hoquiam,1,Early Learning & Storytime,Preschool (ages 3-6),1,10,37
Hoquiam,2,Classes & Workshops,Adult (18 and older),3,X,1400
Hoquiam,2,DIY & Crafts,Adult (18 and older),4,X,1400
Hoquiam,2,Music & Performance,Adult (18 and older),1,X,1400
Hoquiam,2,Board Meetings,All Ages,1,X,1699
Hoquiam,3,Classes & Workshops,Adult (18 and older),2,X,1400
Hoquiam,3,DIY & Crafts,Adult (18 and older),3,X,1400
Hoquiam,4,Classes & Workshops,Adult (18 and older),1,X,1400
Hoquiam,5,Classes & Workshops,Adult (18 and older),1,X,1400
Hoquiam,9,Books & Authors,Adult (18 and older),1,X,1400
Hoquiam,10,DIY & Crafts,Adult (18 and older),2,X,1400
Hoquiam,10,Books & Authors,Adult (18 and older),1,X,1400
Hoquiam,11,Books & Authors,Adult (18 and older),1,X,1400
Hoquiam,11,DIY & Crafts,Adult (18 and older),3,X,1400
Hoquiam,12,Books & Authors,Adult (18 and older),1,X,1400
Hoquiam,12,DIY & Crafts,Adult (18 and older),5,X,1400
Ilwaco,1,"STEAM, DIY & Crafts",All Ages,1,76,1114
Ilwaco,2,Special Event,Adult (18 and older),1,26,1022
Ilwaco,2,Special Event,All Ages,1,6,1114
Ilwaco,2,"STEAM, Activities & Games, Arts & Culture",All Ages,1,55,1114
Ilwaco,2,Classes & Workshops,Teen (ages 12-18),1,50,56
Ilwaco,3,DIY & Crafts,All Ages,1,60,1114
Ilwaco,3,Special Event,All Ages,1,X,1114
Ilwaco,3,"Special Event, Early Learning & Storytime, Arts & Culture, Board Meetings","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11), Adult (18 and older)",1,47,1058
Ilwaco,3,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,16,1078
Ilwaco,4,DIY & Crafts,All Ages,1,40,1114
Ilwaco,4,"Special Event, Books & Authors, Classes & Workshops","School Age (ages 7-11), Teen (ages 12-18), Adult (18 and older)",1,1,1078
Ilwaco,5,"Special Event, Summer Library Program, Board Meetings",All Ages,1,X,1114
Ilwaco,5,DIY & Crafts,All Ages,1,X,1114
Ilwaco,6,Classes & Workshops,Adult (18 and older),1,1,1022
Ilwaco,6,Board Meetings,Adult (18 and older),1,13,1022
Ilwaco,6,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11)",1,180,36
Ilwaco,6,"Special Event, STEAM, Arts & Culture, Classes & Workshops, DIY & Crafts","Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",1,X,92
Ilwaco,6,DIY & Crafts,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18), Adult (18 and older)",1,100,1114
Ilwaco,6,Summer Library Program,"School Age (ages 7-11), Teen (ages 12-18)",1,80,78
Ilwaco,7,Special Event,All Ages,1,50,1114
Ilwaco,7,DIY & Crafts,All Ages,1,X,1114
Ilwaco,7,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",2,X,92
Ilwaco,8,Board Meetings,Adult (18 and older),1,26,1022
Ilwaco,8,Special Event,All Ages,1,10,1114
Ilwaco,8,Special Event,All Ages,1,15,1114
Ilwaco,8,DIY & Crafts,All Ages,1,130,1114
Ilwaco,8,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11), Adult (18 and older)",1,X,1058
Ilwaco,8,"Summer Library Program, Activities & Games","Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",1,38,92
Ilwaco,8,"Summer Library Program, Activities & Games","Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",1,X,92
Ilwaco,8,Special Event,"School Age (ages 7-11), Teen (ages 12-18)",1,93,78
Ilwaco,8,DIY & Crafts,"School Age (ages 7-11), Teen (ages 12-18), Adult (18 and older)",1,42,1078
Ilwaco,9,Classes & Workshops,Adult (18 and older),1,X,1022
Ilwaco,9,Special Event,All Ages,1,15,1114
Ilwaco,9,DIY & Crafts,All Ages,1,25,1114
Ilwaco,9,DIY & Crafts,All Ages,1,75,1114
Ilwaco,9,Special Event,All Ages,1,X,1114
Ilwaco,9,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11), Adult (18 and older)",1,X,1058
Ilwaco,9,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",1,60,92
Ilwaco,9,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18), Family",1,54,1114
Ilwaco,10,DIY & Crafts,All Ages,1,90,1114
Ilwaco,10,Special Event,All Ages,2,X,1114
Ilwaco,10,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",1,14,92
Ilwaco,10,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18), Family",1,40,1114
Ilwaco,11,DIY & Crafts,All Ages,1,90,1114
Ilwaco,11,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",1,16,92
Ilwaco,11,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18), Family",1,40,1114
Ilwaco,12,"Activities & Games, Classes & Workshops",All Ages,1,28,1114
Ilwaco,12,Special Event,All Ages,2,40,1114
Ilwaco,12,DIY & Crafts,All Ages,1,125,1114
Ilwaco,12,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18)",1,44,92
Ilwaco,12,Activities & Games,"Preschool (ages 3-6), School Age (ages 7-11), Teen (ages 12-18), Family",1,40,1114
Lacey,1,Books & Authors,Adult (18 and older),1,25,16148
Lacey,1,Friends of the Library Meeting,Adult (18 and older),1,X,16148
Lacey,1,Books & Authors,Teen (ages 12-18),1,65,2654
Lacey,1,Books & Authors,Teen (ages 12-18),1,85,2654
Lacey,1,Books & Authors,Teen (ages 12-18),1,97,2654
Lacey,1,Books & Authors,Teen (ages 12-18),1,99,2654
Lacey,1,Books & Authors,Teen (ages 12-18),1,147,2654
Lacey,1,Books & Authors,Teen (ages 12-18),1,X,2654
Lacey,2,Books & Authors,Adult (18 and older),1,20,16148
Lacey,2,Books & Authors,Teen (ages 12-18),1,45,2654
Lacey,2,Books & Authors,Teen (ages 12-18),1,50,2654
Lacey,3,Books & Authors,Adult (18 and older),1,23,16148
Lacey,4,Books & Authors,Adult (18 and older),1,25,16148
Lacey,5,Books & Authors,Adult (18 and older),1,22,16148
Lacey,6,Books & Authors,Adult (18 and older),1,25,16148
Lacey,6,"Summer Library Program, Books & Authors",School Age (ages 7-11),1,25,2155
Lacey,6,Books & Authors,Teen (ages 12-18),1,2,2654
Lacey,6,"Summer Library Program, Books & Authors",Teen (ages 12-18),1,4,2654
Lacey,6,"Summer Library Program, Books & Authors",Teen (ages 12-18),1,8,2654
Lacey,7,Friends of the Library Meeting,Adult (18 and older),1,X,16148
Lacey,7,Special Event,Adult (18 and older),2,X,16148
Lacey,7,Summer Library Program,"Teen (ages 12-18), Adult (18 and older)",1,20,18802
Lacey,9,Friends of the Library Meeting,Adult (18 and older),1,X,16148
Lacey,9,Classes & Workshops,School Age (ages 7-11),1,8,2155
Lacey,10,Books & Authors,Adult (18 and older),1,24,16148
Lacey,11,Books & Authors,Adult (18 and older),1,26,16148
Lacey,11,Books & Authors,Teen (ages 12-18),1,320,2654
Lacey,12,Books & Authors,Adult (18 and older),1,26,16148
Lacey,12,Books & Authors,Teen (ages 12-18),1,40,2654
McCleary,6,Summer Library Program,Adult (18 and older),1,10,484
McCleary,6,Summer Library Program,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11)",1,12,149
McCleary,6,Summer Library Program,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11)",1,17,149
McCleary,6,"Summer Library Program, STEAM",School Age (ages 7-11),1,23,85
McCleary,6,Summer Library Program,Teen (ages 12-18),1,4,76
McCleary,7,Summer Library Program,Adult (18 and older),1,6,484
McCleary,7,"Special Event, Activities & Games",All Ages,1,17,709
McCleary,7,Summer Library Program,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11)",1,10,149
McCleary,7,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11)",2,18,149
McCleary,7,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11), Family",1,15,149
McCleary,7,Summer Library Program,Teen (ages 12-18),1,6,76
McCleary,8,Summer Library Program,Adult (18 and older),1,5,484
McCleary,8,"Special Event, Activities & Games",All Ages,1,21,709
McCleary,8,Summer Library Program,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11)",1,21,149
McCleary,8,Summer Library Program,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 7-11)",1,25,149
McCleary,8,Summer Library Program,Teen (ages 12-18),1,3,76
Montesano,1,Special Event,All Ages,1,X,1360
Montesano,1,Friends of the Library Meeting,All Ages,1,X,1360
Montesano,1,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,2,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,2,Friends of the Library Meeting,All Ages,1,X,1360
Montesano,2,Special Event,All Ages,1,X,1360
Montesano,3,Special Event,All Ages,1,X,1360
Montesano,3,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,3,Friends of the Library Meeting,All Ages,1,X,1360
Montesano,4,Friends of the Library Meeting,All Ages,1,10,1360
Montesano,4,"Special Event, Classes & Workshops",All Ages,5,X,1360
Montesano,4,Special Event,All Ages,1,X,1360
Montesano,5,Friends of the Library Meeting,All Ages,1,15,1360
Montesano,5,Special Event,All Ages,1,X,1360
Montesano,5,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,6,"Summer Library Program, STEAM, DIY & Crafts",All Ages,1,57,1360
Montesano,6,"Summer Library Program, STEAM",All Ages,1,85,1360
Montesano,6,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,6,Special Event,All Ages,1,X,1360
Montesano,6,"Summer Library Program, STEAM",All Ages,1,30,1360
Montesano,6,Summer Library Program,Teen (ages 12-18),4,15,132
Montesano,7,Summer Library Program,All Ages,1,45,1360
Montesano,7,Special Event,All Ages,1,X,1360
Montesano,7,"Special Event, Classes & Workshops",All Ages,5,X,1360
Montesano,7,"Summer Library Program, STEAM, DIY & Crafts",All Ages,1,60,1360
Montesano,7,Summer Library Program,Teen (ages 12-18),2,15,132
Montesano,8,Special Event,All Ages,1,X,1360
Montesano,8,Friends of the Library Meeting,All Ages,1,X,1360
Montesano,8,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,8,Summer Library Program,All Ages,1,30,1360
Montesano,8,Summer Library Program,Teen (ages 12-18),1,15,132
Montesano,9,Friends of the Library Meeting,All Ages,1,15,1360
Montesano,9,"Special Event, Classes & Workshops",All Ages,5,X,1360
Montesano,9,Special Event,All Ages,1,X,1360
Montesano,10,DIY & Crafts,All Ages,1,24,1360
Montesano,10,Special Event,All Ages,1,X,1360
Montesano,10,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,10,Friends of the Library Meeting,All Ages,1,X,1360
Montesano,10,DIY & Crafts,All Ages,1,24,1360
Montesano,10,DIY & Crafts,All Ages,1,20,1360
Montesano,11,DIY & Crafts,Adult (18 and older),1,X,1112
Montesano,11,"Friends of the Library Meeting, Book Sale",All Ages,1,X,1360
Montesano,11,Books & Authors,All Ages,1,1,1360
Montesano,11,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,11,Friends of the Library Meeting,All Ages,1,X,1360
Montesano,11,Special Event,All Ages,2,X,1360
Montesano,11,Books & Authors,All Ages,4,X,1360
Montesano,12,DIY & Crafts,All Ages,1,40,1360
Montesano,12,"Special Event, Classes & Workshops",All Ages,1,40,1360
Montesano,12,Special Event,All Ages,1,X,1360
Montesano,12,Friends of the Library Meeting,All Ages,1,X,1360
Montesano,12,"Special Event, Classes & Workshops",All Ages,4,X,1360
Montesano,12,Arts & Culture,All Ages,1,X,1360
Montesano,12,"STEAM, DIY & Crafts",All Ages,1,30,1360
Montesano,12,STEAM,All Ages,1,30,1360
Montesano,12,Classes & Workshops,"School Age (ages 7-11), Teen (ages 12-18)",2,X,225
Mountain View (Randle),1,Featured,All Ages,1,15,872
Mountain View (Randle),1,Early Learning & Storytime,Preschool (ages 3-6),1,9,94
Mountain View (Randle),1,Early Learning & Storytime,Preschool (ages 3-6),1,13,94
Mountain View (Randle),1,Featured,"School Age (ages 7-11), Teen (ages 12-18), Adult (18 and older)",1,X,778
Mountain View (Randle),1,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,3,675
Mountain View (Randle),2,Featured,All Ages,1,20,872
Mountain View (Randle),2,Early Learning & Storytime,Preschool (ages 3-6),2,X,94
Mountain View (Randle),2,Classes & Workshops,Teen (ages 12-18),1,18,212
Mountain View (Randle),2,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,5,675
Mountain View (Randle),3,Featured,Adult (18 and older),1,10,463
Mountain View (Randle),3,Featured,All Ages,1,22,872
Mountain View (Randle),3,Early Learning & Storytime,Preschool (ages 3-6),1,4,94
Mountain View (Randle),3,Early Learning & Storytime,Preschool (ages 3-6),1,8,94
Mountain View (Randle),3,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,X,675
Mountain View (Randle),4,Featured,Adult (18 and older),1,8,463
Mountain View (Randle),4,Featured,All Ages,1,22,872
Mountain View (Randle),4,Early Learning & Storytime,Preschool (ages 3-6),1,7,94
Mountain View (Randle),4,Early Learning & Storytime,Preschool (ages 3-6),1,9,94
Mountain View (Randle),4,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,20,675
Mountain View (Randle),5,Featured,Adult (18 and older),1,4,463
Mountain View (Randle),5,Featured,All Ages,1,24,872
Mountain View (Randle),5,Early Learning & Storytime,Preschool (ages 3-6),1,6,94
Mountain View (Randle),5,Early Learning & Storytime,Preschool (ages 3-6),1,7,94
Mountain View (Randle),5,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,20,675
Mountain View (Randle),6,Featured,Adult (18 and older),1,6,463
Mountain View (Randle),6,Featured,All Ages,1,22,872
Mountain View (Randle),6,Summer Library Program,All Ages,1,91,872
Mountain View (Randle),6,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11)",2,30,197
Mountain View (Randle),6,Summer Library Program,Teen (ages 12-18),1,3,212
Mountain View (Randle),6,Summer Library Program,"Teen (ages 12-18), Adult (18 and older)",1,23,675
Mountain View (Randle),6,Summer Library Program,"Teen (ages 12-18), Adult (18 and older)",1,25,675
Mountain View (Randle),7,Classes & Workshops,Adult (18 and older),1,3,463
Mountain View (Randle),7,Featured,Adult (18 and older),1,6,463
Mountain View (Randle),7,Special Event,Adult (18 and older),1,7,463
Mountain View (Randle),7,Friends of the Library Meeting,Adult (18 and older),1,8,463
Mountain View (Randle),7,Classes & Workshops,Adult (18 and older),3,X,463
Mountain View (Randle),7,Featured,All Ages,1,17,872
Mountain View (Randle),7,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11)",1,20,197
Mountain View (Randle),7,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11)",2,30,197
Mountain View (Randle),7,Summer Library Program,"Teen (ages 12-18), Adult (18 and older)",2,20,675
Mountain View (Randle),7,Summer Library Program,"Teen (ages 12-18), Adult (18 and older)",1,25,675
Mountain View (Randle),8,Special Event,Adult (18 and older),1,6,463
Mountain View (Randle),8,Featured,Adult (18 and older),1,7,463
Mountain View (Randle),8,Classes & Workshops,Adult (18 and older),4,X,463
Mountain View (Randle),8,Featured,All Ages,1,X,872
Mountain View (Randle),8,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11)",1,10,197
Mountain View (Randle),8,Summer Library Program,"Preschool (ages 3-6), School Age (ages 7-11)",1,15,197
Mountain View (Randle),8,Summer Library Program,"Teen (ages 12-18), Adult (18 and older)",1,15,675
Mountain View (Randle),9,Special Event,Adult (18 and older),1,6,463
Mountain View (Randle),9,Featured,Adult (18 and older),1,7,463
Mountain View (Randle),9,DIY & Crafts,Adult (18 and older),1,30,463
Mountain View (Randle),9,Classes & Workshops,Adult (18 and older),5,X,463
Mountain View (Randle),9,Featured,All Ages,1,X,872
Mountain View (Randle),9,DIY & Crafts,Preschool (ages 3-6),1,30,94
Mountain View (Randle),9,DIY & Crafts,School Age (ages 7-11),1,30,103
Mountain View (Randle),9,DIY & Crafts,Teen (ages 12-18),1,15,212
Mountain View (Randle),10,Special Event,Adult (18 and older),1,6,463
Mountain View (Randle),10,Featured,Adult (18 and older),1,7,463
Mountain View (Randle),10,DIY & Crafts,Adult (18 and older),1,30,463
Mountain View (Randle),10,Classes & Workshops,Adult (18 and older),4,X,463
Mountain View (Randle),10,Featured,All Ages,1,13,872
Mountain View (Randle),10,DIY & Crafts,Preschool (ages 3-6),1,35,94
Mountain View (Randle),10,DIY & Crafts,School Age (ages 7-11),1,20,103
Mountain View (Randle),10,DIY & Crafts,Teen (ages 12-18),1,8,212
Mountain View (Randle),11,Special Event,Adult (18 and older),1,8,463
Mountain View (Randle),11,Featured,Adult (18 and older),1,8,463
Mountain View (Randle),11,DIY & Crafts,Adult (18 and older),1,20,463
Mountain View (Randle),11,Classes & Workshops,Adult (18 and older),4,X,463
Mountain View (Randle),11,Featured,All Ages,1,16,872
Mountain View (Randle),11,DIY & Crafts,Preschool (ages 3-6),1,X,94
Mountain View (Randle),11,DIY & Crafts,School Age (ages 7-11),1,X,103
Mountain View (Randle),11,DIY & Crafts,Teen (ages 12-18),1,X,212
Mountain View (Randle),12,DIY & Crafts,Adult (18 and older),1,X,463
Mountain View (Randle),12,"Classes & Workshops, DIY & Crafts",Adult (18 and older),5,X,463
Mountain View (Randle),12,Special Event,Adult (18 and older),1,X,463
Mountain View (Randle),12,Featured,All Ages,1,7,872
Mountain View (Randle),12,DIY & Crafts,Preschool (ages 3-6),1,X,94
Mountain View (Randle),12,DIY & Crafts,School Age (ages 7-11),1,X,103
Mountain View (Randle),12,DIY & Crafts,Teen (ages 12-18),1,X,212
Naselle,1,Board Meetings,Adult (18 and older),1,8,373
Naselle,1,Board Meetings,Adult (18 and older),1,20,373
Naselle,1,Books & Authors,Adult (18 and older),1,20,373
Naselle,1,STEAM,All Ages,1,115,662
Naselle,1,Early Learning & Storytime,Preschool (ages 3-6),4,10,25
Naselle,1,Early Learning & Storytime,Preschool (ages 3-6),1,12,25
Naselle,1,Early Learning & Storytime,Preschool (ages 3-6),1,15,25
Naselle,1,Early Learning & Storytime,Preschool (ages 3-6),1,20,25
Naselle,1,Board Meetings,"Teen (ages 12-18), Adult (18 and older)",1,6,565
Naselle,2,Board Meetings,Adult (18 and older),1,7,373
Naselle,2,Board Meetings,Adult (18 and older),1,10,373
Naselle,2,Board Meetings,Adult (18 and older),1,21,373
Naselle,2,STEAM,All Ages,1,90,662
Naselle,2,Early Learning & Storytime,Preschool (ages 3-6),2,10,25
Naselle,2,Early Learning & Storytime,Preschool (ages 3-6),1,11,25
Naselle,2,Early Learning & Storytime,Preschool (ages 3-6),2,12,25
Naselle,2,Early Learning & Storytime,Preschool (ages 3-6),1,13,25
Naselle,2,Early Learning & Storytime,Preschool (ages 3-6),2,15,25
Naselle,2,Early Learning & Storytime,Preschool (ages 3-6),1,21,25
Naselle,2,Classes & Workshops,School Age (ages 7-11),1,24,72
